dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,combo
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,linear,0.2,0,0.1771186437064046,0.4703932777932093,-3.080086717047249,,{},,aew__k4_sigma_corr0_5_sigma_dist1|linear
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,nearest,0.2,0,0.1801851116769489,0.4795732212019263,-3.2924019221232665,,{},,aew__k4_sigma_corr0_5_sigma_dist1|nearest
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,mean,0.2,0,0.1208467294395676,0.3009477438018674,0.7809578833742317,,{},,aew__k4_sigma_corr0_5_sigma_dist1|mean
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,gsmooth,0.2,0,0.1288164554657387,0.321120722485179,0.2124854709335983,,"{'lam': 0.3, 'n_iter': 30}",,aew__k4_sigma_corr0_5_sigma_dist1|gsmooth
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,trss,0.2,0,0.1388076069009212,0.3405961338830246,-0.3411131320827483,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",,aew__k4_sigma_corr0_5_sigma_dist1|trss
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,heat_diffusion_temporal,0.2,0,0.1346538143145412,0.3283019045770999,-0.0322688986192465,,"{'alpha': 0.3, 'beta': 0.3, 'n_iter': 10}",,aew__k4_sigma_corr0_5_sigma_dist1|heat_diffusion_temporal
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,linear,0.3,0,0.2572064301478571,0.5368773174858041,-2.4191202943732533,,{},,aew__k4_sigma_corr0_5_sigma_dist1|linear
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,nearest,0.3,0,0.2885465132091039,0.6165820969922422,-3.6998971834787695,,{},,aew__k4_sigma_corr0_5_sigma_dist1|nearest
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,mean,0.3,0,0.2125037819008306,0.4355594603472861,-0.5475475552035312,,{},,aew__k4_sigma_corr0_5_sigma_dist1|mean
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,gsmooth,0.3,0,0.2169620614229509,0.4440066434582344,-0.7836444301616882,,"{'lam': 0.3, 'n_iter': 30}",,aew__k4_sigma_corr0_5_sigma_dist1|gsmooth
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,trss,0.3,0,0.2061032966877649,0.4110306523441738,-0.2880417481997681,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",,aew__k4_sigma_corr0_5_sigma_dist1|trss
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,heat_diffusion_temporal,0.3,0,0.2009181457305617,0.3993012545803997,-0.063653545489746,,"{'alpha': 0.5, 'beta': 0.5, 'n_iter': 15}",,aew__k4_sigma_corr0_5_sigma_dist1|heat_diffusion_temporal
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,linear,0.4,0,0.3298767998545232,0.6065903668026632,-2.290266788000535,,{},,aew__k4_sigma_corr0_5_sigma_dist1|linear
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,nearest,0.4,0,0.3315668339659925,0.6286301530250877,-2.427773593777242,,{},,aew__k4_sigma_corr0_5_sigma_dist1|nearest
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,mean,0.4,0,0.2610509096263227,0.4587113167545196,0.1506455701467817,,{},,aew__k4_sigma_corr0_5_sigma_dist1|mean
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,gsmooth,0.4,0,0.2711649554303748,0.4772901182899845,-0.2272695340369282,,"{'lam': 0.3, 'n_iter': 30}",,aew__k4_sigma_corr0_5_sigma_dist1|gsmooth
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,trss,0.4,0,0.275665704369842,0.4765042549892913,-0.2681384663245104,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",,aew__k4_sigma_corr0_5_sigma_dist1|trss
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,heat_diffusion_temporal,0.4,0,0.2696058205973998,0.4637944063776592,-0.0561029307144977,,"{'alpha': 0.5, 'beta': 0.5, 'n_iter': 15}",,aew__k4_sigma_corr0_5_sigma_dist1|heat_diffusion_temporal
synthetic_alpha,kalofolias,directed_tv,0.1,2,0.0660360332661902,0.2271444155856108,0.1705068012661878,,"{'alpha': 0.3, 'beta': 0.1, 'n_iter': 15}",,kalofolias|directed_tv
synthetic_alpha,kalofolias,directed_tv,0.2,2,0.1322596366778923,0.3225847580696853,0.1218917565077326,,"{'alpha': 0.3, 'beta': 0.1, 'n_iter': 15}",,kalofolias|directed_tv
synthetic_alpha,kalofolias,directed_tv,0.3,2,0.2004891087783412,0.3988299233981386,-0.0477986342098126,,"{'alpha': 0.3, 'beta': 0.1, 'n_iter': 15}",,kalofolias|directed_tv
synthetic_alpha,kalofolias,directed_tv,0.4,2,0.2671351514360829,0.4593881116691124,0.0266416314857445,,"{'alpha': 0.3, 'beta': 0.1, 'n_iter': 15}",,kalofolias|directed_tv
