Dataset,Familia,Combinacion,n_rows,MAE,RMSE,DTW,SNR,LSD,COHERENCE_MEAN
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | aew | ica,120,0.1650436685508916,0.4542469249479733,2.6779127154082434,7.004903364573793,2.415039911546592,0.891837390710478
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k7 | spherical_spline,60,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | ica,60,0.1650436685508916,0.4542469249479733,2.6779127154082434,7.004903364573793,2.415039911546592,0.891837390710478
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | linear,60,0.0636365089304227,0.1989049060297766,1.3880797175302089,16.036403139362772,2.233327566345251,0.9703192320943482
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | rbfi_tps,60,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | spherical_spline,60,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | ica,240,0.1650436685508916,0.4542469249479733,2.6779127154082434,7.004903364573793,2.415039911546592,0.891837390710478
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | linear,240,0.0636365089304227,0.1989049060297766,1.3880797175302089,16.036403139362772,2.233327566345251,0.9703192320943482
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | rbfi_tps,240,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | spherical_spline,240,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | ica,120,0.1650436685508916,0.4542469249479733,2.6779127154082434,7.004903364573793,2.415039911546592,0.891837390710478
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | linear,120,0.0636365089304227,0.1989049060297766,1.3880797175302089,16.036403139362772,2.233327566345251,0.9703192320943482
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | rbfi_tps,120,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | spherical_spline,120,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | ica,180,0.1650436685508916,0.4542469249479733,2.6779127154082434,7.004903364573793,2.415039911546592,0.891837390710478
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | linear,180,0.0636365089304227,0.1989049060297766,1.3880797175302089,16.036403139362772,2.233327566345251,0.9703192320943482
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | rbfi_tps,180,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | spherical_spline,180,0.0813855893771333,0.2398442211782771,1.744889045062476,13.647703067553264,2.2688318891534034,0.9555696740849317
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | bgsrp,120,0.1464876200996682,0.6385549755939555,2.9293638924910543,11.751845334787184,2.317506874921332,0.8735495178442442
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | idw,120,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | sobolev,120,0.4833700460674384,0.639017896308493,4.591899712106317,3.907111701427393,2.421674547516718,0.8892565886837174
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | tikhonov,120,3.896501298520295e+61,9.460822777803374e+62,1.772391078620999e+63,-91.19475464757204,14.35618220294282,0.871854207011121
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | bgsrp,120,0.0814030788932486,0.2383908152378812,1.733932828536977,13.677130307815103,2.255471400011517,0.9565004618911228
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | idw,120,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | sobolev,120,0.553841678342194,0.6936851639978436,5.379643363783962,3.2462699992184305,2.291191282134282,0.77447067043963
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | tikhonov,120,0.2887290348775569,0.3907767660135817,2.94800498238322,9.198407990647617,2.1741931854158576,0.8527893723536016
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | bgsrp,120,0.0827914468735142,0.2400124507829552,1.7451154729955565,13.493128088705154,2.251072196498354,0.9555230760276696
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | idw,120,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | sobolev,120,0.5541236782241591,0.694061133689112,5.380786293104477,3.2420043663345464,2.291366795609082,0.7734599614620444
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | tikhonov,120,0.36700794952216204,0.4901672290023169,3.4487833670615746,7.230645671054118,2.1562677241087176,0.7817219801818444
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | bgsrp,60,0.0855241764043188,0.2504808230653044,1.826904068700244,13.20228317776583,2.2781964770226804,0.9541000690124806
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | idw,60,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | sobolev,60,0.5442199133223481,0.6813765011040418,5.337522900905674,3.388369329917383,2.2934043073232657,0.8068489686432455
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | tikhonov,60,0.1689781551557987,0.2779160812841434,2.09824347010866,12.158194647150168,2.2310685269759643,0.9277411349582272
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | bgsrp,60,0.0869204345492913,0.2513355676178972,1.8580428179883668,12.989368093787936,2.2794237180352823,0.953413875753028
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | idw,60,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | sobolev,60,0.549945213267912,0.688590066066451,5.363621250667368,3.303373877289752,2.274391068939105,0.7877145867635534
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | tikhonov,60,0.2063994696241678,0.3054000045399083,2.3381596431852154,11.24610653423808,2.216446435599673,0.9089074656208314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | bgsrp,60,0.0791471264730745,0.2285992172781094,1.6877487337285684,13.89417976893759,2.244067472812496,0.959319675558242
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | idw,60,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | sobolev,60,0.5519040062357271,0.6910890464618844,5.371845869578599,3.274842000008651,2.287344861023094,0.7806567912590475
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | tikhonov,60,0.2293524395102741,0.324904064315112,2.5056252597254782,10.68694570894978,2.202560081348104,0.8927391082464676
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | bgsrp,60,0.0835189161531518,0.2438325245816442,1.7860123742749574,13.403825095982432,2.256079440929579,0.9556727105356068
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | idw,60,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | sobolev,60,0.5527583428084426,0.6922365590140823,5.375761711174698,3.2619105584210195,2.2895544852745338,0.7777886750245003
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | tikhonov,60,0.2469688870900903,0.3417047317696353,2.647476921236537,10.207918701654208,2.1923418342985754,0.8812915157096969
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | bgsrp,240,0.08588776036019695,0.2504746722535483,1.7748418308809275,13.147265091801273,2.2630923779235825,0.9548371442221086
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | idw,240,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | sobolev,240,0.5504694066618723,0.6892196458293585,5.3387754403097185,3.2986083076409907,2.29037458417318,0.7942773029392222
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | tikhonov,240,0.20496646609931451,0.30834533755626425,2.2853486134795187,11.200639990600486,2.2269877802115428,0.9106416692550452
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | bgsrp,120,0.0943619057365181,0.2788411898996567,1.946399092868501,12.355431020473276,2.29477559642937,0.945360673697217
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | idw,120,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | sobolev,120,0.5238350714494735,0.6574988449127867,5.171162821492562,3.674547847231524,2.3371426993532567,0.8679558974568186
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | tikhonov,120,0.1292983846872229,0.267918558487315,1.884662507381716,12.69814500320364,2.256583314875306,0.9390005841811182
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | bgsrp,180,0.0941530075698491,0.277016575950913,1.936083753144093,12.407656606617472,2.282522310492507,0.94607395835934
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | idw,180,0.0813855893771333,0.2398442211782771,1.7448890450624754,13.647703067553264,2.2688318891534034,0.9555696740849314
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | sobolev,180,0.5374261109531037,0.6729810396331084,5.297876324421784,3.4898366258454527,2.310405656657395,0.8295995420234533
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | tikhonov,180,0.1488971931749758,0.2691039947108878,1.9925074782267016,12.53505495271587,2.245837217507436,0.934931140718998
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | aew | temporal_laplacian,120,0.1028929546645405,0.296679056309079,1.9596268746990528,11.063627791464492,2.344735632544508,0.9368531456353946
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | aew | trss,120,0.1683819145576678,0.4610862751356661,2.710326378370041,6.8481935460798224,2.420992047834203,0.8890366262636089
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | aew | tv,120,1.3866176237814429e+59,3.472912016162574e+60,3.726816369810747e+60,-84.99018271580637,13.796046334293557,0.9097351520298027
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | epsilon_ball | temporal_laplacian,120,0.0777903540875757,0.2298703858846446,1.674294245390321,14.080975919766749,2.2716515663323813,0.9583794437756228
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | epsilon_ball | trss,120,0.064010821591849,0.1918397780047747,1.437042113355769,15.947218383236237,2.236990384579199,0.9690191459810666
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | epsilon_ball | tv,120,0.0813579865796374,0.239786849653855,1.744502623246409,13.651212182595549,2.2688386570370693,0.955585114719873
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | kalofolias | temporal_laplacian,120,0.14012132735003474,0.3539406150809647,2.307758303931611,10.585015802666724,2.3246743301762303,0.9073832954692226
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | kalofolias | trss,120,0.1156853719303782,0.29302679690025,1.990532160741906,12.376147893378292,2.30733403722337,0.9312815501206857
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | kalofolias | tv,120,0.0813855817330327,0.239843495943521,1.7448889210130236,13.647704907225494,2.2687752756425303,0.9555783551615934
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k3 | temporal_laplacian,60,0.0809936936078819,0.2316141899171449,1.6783252902976524,13.593882466843525,2.2927453088223886,0.9578558141726886
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k3 | trss,60,0.0751510252620372,0.2183639480414779,1.621401561358752,14.34833819101468,2.265054198033234,0.9615341552026758
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k3 | tv,60,0.0813859885765671,0.2398237639935493,1.745906216907658,13.646304152439695,2.2673425524069355,0.9555762469115816
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k5 | temporal_laplacian,60,0.0817723029680983,0.2346187830111472,1.7347703337693872,13.52045429115067,2.285540747577359,0.9573215219251102
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k5 | trss,60,0.0733615502652223,0.2123754982192704,1.5966258423662465,14.58786568033408,2.2677598047404586,0.9638325800479892
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k5 | tv,60,0.0814341094454405,0.239916595817323,1.7463671539182328,13.639710531039222,2.266640044027809,0.955560175398422
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k7 | temporal_laplacian,60,0.0800336969976687,0.2313814729407588,1.664511514420017,13.812359606295589,2.269416772585927,0.9567845081538392
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k7 | trss,60,0.0694704772683962,0.2042778815602355,1.5218343006432624,15.149905889118571,2.2683147464158893,0.9646362356218916
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k7 | tv,60,0.0813963045775845,0.2398610560894597,1.74530519242807,13.64639938288827,2.268646785209451,0.955550942710204
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k9 | temporal_laplacian,60,0.0802015262372942,0.2334953459925123,1.682079106292471,13.823262459364742,2.2657489887184976,0.9559424583737728
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k9 | trss,60,0.0684242653015222,0.2025438426086221,1.510728289380155,15.341503820658655,2.254022092397964,0.9649103225214478
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k9 | tv,60,0.0813986149435887,0.2398821881053405,1.7452124677106564,13.646346142473618,2.268702497246037,0.955540422842251
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knng | temporal_laplacian,240,0.0809936936078819,0.2316141899171449,1.6783252902976524,13.593882466843525,2.2914242539720875,0.9578558141726886
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knng | trss,240,0.0747907428961485,0.2178529655821907,1.5929143657683968,14.352416476293143,2.265054198033234,0.9638425946556695
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knng | tv,240,0.0813859885765671,0.2398237639935493,1.745605704667864,13.646351767663983,2.2669912982173726,0.9555762469115816
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | nnk | temporal_laplacian,120,0.0810546790870082,0.238868704361055,1.6619628720254338,13.501296315160715,2.296906383819622,0.9565807479671774
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | nnk | trss,120,0.0732072320697477,0.2207625985867577,1.5204818258385318,14.94016884901633,2.259020531880393,0.9592572505658656
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | nnk | tv,120,0.0810717078997285,0.240640479163312,1.7361179761673649,13.713081119180488,2.2655692216360293,0.9551177868597124
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | vknng | temporal_laplacian,180,0.0816373650240213,0.2321184587226495,1.7151465903997554,13.412348666431711,2.299554297240217,0.958455120939656
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | vknng | trss,180,0.078662033448187,0.224587086177864,1.6854108210770002,13.944672259506632,2.2811261995540555,0.9605974567889226
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | vknng | tv,180,0.0813996967417803,0.2398432593038294,1.746591535780078,13.644058245023285,2.266915172466493,0.9555777041514416
iris_graph_signal,Baseline,iris_graph_signal | aew | ica,60,0.1516838615974675,0.4113053553115952,2.487563970578188,8.85829790712666,3.309451698342772,
iris_graph_signal,Baseline,iris_graph_signal | aew | linear,60,0.1518491698371136,0.4448891435603975,2.653670630377104,9.148721305390348,3.4089523684971064,
iris_graph_signal,Baseline,iris_graph_signal | aew | rbfi_tps,60,0.2620043478585833,0.7285317677633156,4.938416730267027,4.378422041912953,3.522652578638121,
iris_graph_signal,Baseline,iris_graph_signal | aew | spherical_spline,60,0.1423079891491113,0.4212131326928351,2.501931817905742,9.85809577947764,3.2837258035675028,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | ica,60,0.1516838615974675,0.4113053553115952,2.487563970578188,8.85829790712666,3.309451698342772,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | linear,60,0.1518491698371136,0.4448891435603975,2.653670630377104,9.148721305390348,3.4089523684971064,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | rbfi_tps,60,0.2620043478585833,0.7285317677633156,4.938416730267027,4.378422041912953,3.522652578638121,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | spherical_spline,60,0.1423079891491113,0.4212131326928351,2.501931817905742,9.85809577947764,3.2837258035675028,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | ica,60,0.1516838615974675,0.4113053553115952,2.487563970578188,8.85829790712666,3.309451698342772,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | linear,60,0.1518491698371136,0.4448891435603975,2.653670630377104,9.148721305390348,3.4089523684971064,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | rbfi_tps,60,0.2620043478585833,0.7285317677633156,4.938416730267027,4.378422041912953,3.522652578638121,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | spherical_spline,60,0.1423079891491113,0.4212131326928351,2.501931817905742,9.85809577947764,3.2837258035675028,
iris_graph_signal,Baseline,iris_graph_signal | nnk | ica,60,0.1516838615974675,0.4113053553115952,2.487563970578188,8.85829790712666,3.309451698342772,
iris_graph_signal,Baseline,iris_graph_signal | nnk | linear,60,0.1518491698371136,0.4448891435603975,2.653670630377104,9.148721305390348,3.4089523684971064,
iris_graph_signal,Baseline,iris_graph_signal | nnk | rbfi_tps,60,0.2620043478585833,0.7285317677633156,4.938416730267027,4.378422041912953,3.522652578638121,
iris_graph_signal,Baseline,iris_graph_signal | nnk | spherical_spline,60,0.1423079891491113,0.4212131326928351,2.501931817905742,9.85809577947764,3.2837258035675028,
iris_graph_signal,Baseline,iris_graph_signal | vknng | ica,90,0.1516838615974675,0.4113053553115952,2.487563970578188,8.85829790712666,3.309451698342772,
iris_graph_signal,Baseline,iris_graph_signal | vknng | linear,90,0.1518491698371136,0.4448891435603975,2.653670630377104,9.148721305390348,3.4089523684971064,
iris_graph_signal,Baseline,iris_graph_signal | vknng | rbfi_tps,90,0.2620043478585833,0.7285317677633156,4.938416730267027,4.378422041912953,3.522652578638121,
iris_graph_signal,Baseline,iris_graph_signal | vknng | spherical_spline,90,0.1423079891491113,0.4212131326928351,2.501931817905742,9.85809577947764,3.2837258035675028,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | aew | bgsrp,60,0.19216922300471562,0.6274687679729787,2.989816643882137,10.865921323065276,3.3134523366261623,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | aew | idw,60,0.1397958199476181,0.4177182579398777,2.424070436715642,9.991212767536922,3.318226144870132,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | aew | sobolev,60,0.513863326303265,0.6447576450070984,4.369615921688909,3.8295361334012257,3.3088251587035997,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | aew | tikhonov,60,0.11619656783861985,0.3892414735026818,1.7350064899890247,13.015084053582875,3.235582408954392,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | epsilon_ball | bgsrp,60,0.1549869623975882,0.4403025388513499,2.690853947730976,9.150749847013694,3.351839458878434,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | epsilon_ball | idw,60,0.1397958199476181,0.4177182579398777,2.424070436715642,9.991212767536922,3.318226144870132,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | epsilon_ball | sobolev,60,0.513864189703193,0.6447598556588462,4.369601863380265,3.829506127393089,3.308824040748545,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | epsilon_ball | tikhonov,60,0.1423079891491113,0.4212131326928351,2.501931817905742,9.85809577947764,3.2837258035675028,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | kalofolias | bgsrp,60,0.1453402314564782,0.41947709853792536,2.536502856781709,9.689074909237291,3.3052821665024394,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | kalofolias | idw,60,0.1397958199476181,0.4177182579398777,2.424070436715642,9.991212767536922,3.318226144870132,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | kalofolias | sobolev,60,0.6753471201692697,0.8102525678249033,5.937601862454214,2.0723291471902394,3.310367767191481,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | kalofolias | tikhonov,60,0.5381948652148932,0.7250912324398618,4.380591829549891,4.48269726568279,3.280760643973472,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | nnk | bgsrp,60,0.16787539763468465,0.4611009159308581,2.8218557731743044,8.11024153041426,3.387527093546442,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | nnk | idw,60,0.1397958199476181,0.4177182579398777,2.424070436715642,9.991212767536922,3.318226144870132,
iris_graph_signal,GSP Instantáneo,iris_graph_signal | nnk | sobolev,60,0.6120584555324401,0.7360097712963706,5.415077183303879,2.8284261784764118,3.3008540942455964,
