method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
idw,0.3,mae,0.2193,0.0,0.2193,,,8
idw,0.3,rmse,0.4473,0.0,0.4473,,,8
idw,0.3,snr,-0.8376,0.0,-0.8376,,,8
idw,0.3,dtw,,,,,,0
idw,0.4,mae,0.2753,0.0,0.2753,,,8
idw,0.4,rmse,0.4864,0.0,0.4864,,,8
idw,0.4,snr,-0.3911,0.0,-0.3911,,,8
idw,0.4,dtw,,,,,,0
linear,0.3,mae,0.2572,0.0,0.2572,,,8
linear,0.3,rmse,0.5369,0.0,0.5369,,,8
linear,0.3,snr,-2.4191,0.0,-2.4191,,,8
linear,0.3,dtw,,,,,,0
linear,0.4,mae,0.3299,0.0,0.3299,,,8
linear,0.4,rmse,0.6066,0.0,0.6066,,,8
linear,0.4,snr,-2.2903,0.0,-2.2903,,,8
linear,0.4,dtw,,,,,,0
mean,0.3,mae,0.2125,0.0,0.2125,,,8
mean,0.3,rmse,0.4356,0.0,0.4356,,,8
mean,0.3,snr,-0.5475,0.0,-0.5475,,,8
mean,0.3,dtw,,,,,,0
mean,0.4,mae,0.2611,0.0,0.2611,,,8
mean,0.4,rmse,0.4587,0.0,0.4587,,,8
mean,0.4,snr,0.1506,0.0,0.1506,,,8
mean,0.4,dtw,,,,,,0
nearest,0.3,mae,0.2885,0.0,0.2885,,,8
nearest,0.3,rmse,0.6166,0.0,0.6166,,,8
nearest,0.3,snr,-3.6999,0.0,-3.6999,,,8
nearest,0.3,dtw,,,,,,0
nearest,0.4,mae,0.3316,0.0,0.3316,,,8
nearest,0.4,rmse,0.6286,0.0,0.6286,,,8
nearest,0.4,snr,-2.4278,0.0,-2.4278,,,8
nearest,0.4,dtw,,,,,,0
puy,0.3,mae,0.4471,0.1084,0.4618,0.3564,0.5377,8
puy,0.3,rmse,0.596,0.0485,0.5897,0.5555,0.6366,8
puy,0.3,snr,5.6235,6.7134,3.2147,0.011,11.236,8
puy,0.3,dtw,,,,,,0
puy,0.4,mae,0.4801,0.0808,0.4797,0.4126,0.5476,8
puy,0.4,rmse,0.6366,0.0266,0.6318,0.6144,0.6589,8
puy,0.4,snr,5.0924,5.8634,3.2193,0.1904,9.9943,8
puy,0.4,dtw,,,,,,0
rbfi_mq,0.3,mae,0.2845,0.0,0.2845,,,8
rbfi_mq,0.3,rmse,0.6268,0.0,0.6268,,,8
rbfi_mq,0.3,snr,-3.4832,0.0,-3.4832,,,8
rbfi_mq,0.3,dtw,,,,,,0
rbfi_mq,0.4,mae,0.3899,0.0,0.3899,,,8
rbfi_mq,0.4,rmse,0.7399,0.0,0.7399,,,8
rbfi_mq,0.4,snr,-3.8398,0.0,-3.8398,,,8
rbfi_mq,0.4,dtw,,,,,,0
rbfi_tps,0.3,mae,0.2752,0.0,0.2752,,,8
rbfi_tps,0.3,rmse,0.5909,0.0,0.5909,,,8
rbfi_tps,0.3,snr,-3.1384,0.0,-3.1384,,,8
rbfi_tps,0.3,dtw,,,,,,0
rbfi_tps,0.4,mae,0.3819,0.0,0.3819,,,8
rbfi_tps,0.4,rmse,0.7253,0.0,0.7253,,,8
rbfi_tps,0.4,snr,-3.6857,0.0,-3.6857,,,8
rbfi_tps,0.4,dtw,,,,,,0
sobolev,0.3,mae,0.5518,0.0578,0.5683,0.5035,0.6002,8
sobolev,0.3,rmse,0.6297,0.0571,0.6452,0.582,0.6774,8
sobolev,0.3,snr,1.3118,1.1435,0.9383,0.3558,2.2678,8
sobolev,0.3,dtw,,,,,,0
sobolev,0.4,mae,0.568,0.0503,0.5815,0.5259,0.61,8
sobolev,0.4,rmse,0.6443,0.0462,0.6557,0.6056,0.6829,8
sobolev,0.4,snr,1.0668,0.9851,0.7581,0.2433,1.8903,8
sobolev,0.4,dtw,,,,,,0
spherical_spline,0.3,mae,0.3392,0.0,0.3392,,,8
spherical_spline,0.3,rmse,0.7606,0.0,0.7606,,,8
spherical_spline,0.3,snr,-4.9279,0.0,-4.9279,,,8
spherical_spline,0.3,dtw,,,,,,0
spherical_spline,0.4,mae,0.4751,0.0,0.4751,,,8
spherical_spline,0.4,rmse,0.9318,0.0,0.9318,,,8
spherical_spline,0.4,snr,-5.2355,0.0,-5.2355,,,8
spherical_spline,0.4,dtw,,,,,,0
spline_surface,0.3,mae,0.3288,0.0,0.3288,,,8
spline_surface,0.3,rmse,0.7116,0.0,0.7116,,,8
spline_surface,0.3,snr,-4.128,0.0,-4.128,,,8
spline_surface,0.3,dtw,,,,,,0
spline_surface,0.4,mae,0.466,0.0,0.466,,,8
spline_surface,0.4,rmse,0.8722,0.0,0.8722,,,8
spline_surface,0.4,snr,-5.0572,0.0,-5.0572,,,8
spline_surface,0.4,dtw,,,,,,0
temporal_laplacian,0.3,mae,0.4735,0.0744,0.459,0.4112,0.5357,8
temporal_laplacian,0.3,rmse,0.555,0.0642,0.5334,0.5014,0.6087,8
temporal_laplacian,0.3,snr,2.96,1.6265,3.0369,1.6002,4.3197,8
temporal_laplacian,0.3,dtw,,,,,,0
temporal_laplacian,0.4,mae,0.4992,0.0615,0.4855,0.4479,0.5506,8
temporal_laplacian,0.4,rmse,0.5861,0.0501,0.5661,0.5442,0.6279,8
temporal_laplacian,0.4,snr,2.5073,1.366,2.5985,1.3652,3.6493,8
temporal_laplacian,0.4,dtw,,,,,,0
tikhonov,0.3,mae,0.3243,0.1045,0.2996,0.2369,0.4116,8
tikhonov,0.3,rmse,0.506,0.0672,0.4793,0.4499,0.5622,8
tikhonov,0.3,snr,11.0772,6.0579,10.5948,6.0127,16.1417,8
tikhonov,0.3,dtw,,,,,,0
tikhonov,0.4,mae,0.3718,0.089,0.3474,0.2973,0.4462,8
tikhonov,0.4,rmse,0.55,0.0524,0.5416,0.5062,0.5938,8
tikhonov,0.4,snr,9.6032,5.236,9.364,5.2258,13.9806,8
tikhonov,0.4,dtw,,,,,,0
trss,0.3,mae,0.2267,0.0156,0.2249,0.2136,0.2397,8
trss,0.3,rmse,0.4647,0.0375,0.4628,0.4333,0.496,8
trss,0.3,snr,-1.2236,0.6649,-1.2023,-1.7794,-0.6677,8
trss,0.3,dtw,,,,,,0
trss,0.4,mae,0.2966,0.0299,0.2911,0.2716,0.3216,8
trss,0.4,rmse,0.527,0.0562,0.5221,0.48,0.574,8
trss,0.4,snr,-1.0353,0.8609,-0.9798,-1.755,-0.3156,8
trss,0.4,dtw,,,,,,0
tv,0.3,mae,0.2159,0.0036,0.2146,0.2129,0.2188,8
tv,0.3,rmse,0.4429,0.0075,0.4402,0.4366,0.4492,8
tv,0.3,snr,-0.709,0.1702,-0.6567,-0.8512,-0.5667,8
tv,0.3,dtw,,,,,,0
tv,0.4,mae,0.2628,0.004,0.2614,0.2595,0.2662,8
tv,0.4,rmse,0.4639,0.0096,0.4605,0.4559,0.472,8
tv,0.4,snr,0.0784,0.147,0.1336,-0.0445,0.2013,8
tv,0.4,dtw,,,,,,0
wavelet_temporal,0.3,mae,0.2078,0.0041,0.2082,0.2043,0.2112,8
wavelet_temporal,0.3,rmse,0.397,0.0021,0.3971,0.3953,0.3988,8
wavelet_temporal,0.3,snr,18.3564,4.0707,17.4486,14.9533,21.7596,8
wavelet_temporal,0.3,dtw,,,,,,0
wavelet_temporal,0.4,mae,0.2763,0.0039,0.2767,0.2731,0.2795,8
wavelet_temporal,0.4,rmse,0.4608,0.0014,0.4603,0.4596,0.462,8
wavelet_temporal,0.4,snr,15.2111,3.3781,14.8303,12.3869,18.0352,8
wavelet_temporal,0.4,dtw,,,,,,0
