method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
gsmooth,0.4,dtw,,,,,,0
gsp,0.1,mae,0.0864,0.0041,0.0853,0.083,0.0898,8
gsp,0.1,rmse,0.2863,0.0124,0.2843,0.276,0.2967,8
gsp,0.1,snr,-0.9766,0.3707,-0.9264,-1.2866,-0.6667,8
gsp,0.1,dtw,,,,,,0
gsp,0.2,mae,0.127,0.0029,0.1263,0.1245,0.1294,8
gsp,0.2,rmse,0.3443,0.0118,0.3417,0.3344,0.3541,8
gsp,0.2,snr,-0.9294,0.2908,-0.8665,-1.1726,-0.6863,8
gsp,0.2,dtw,,,,,,0
gsp,0.3,mae,0.2159,0.0072,0.2154,0.2099,0.2219,8
gsp,0.3,rmse,0.4526,0.0202,0.4519,0.4357,0.4695,8
gsp,0.3,snr,-1.1605,0.3909,-1.1596,-1.4873,-0.8337,8
gsp,0.3,dtw,,,,,,0
gsp,0.4,mae,0.2495,0.0097,0.2477,0.2414,0.2576,8
gsp,0.4,rmse,0.4831,0.024,0.4792,0.463,0.5032,8
gsp,0.4,snr,-0.9148,0.4289,-0.8558,-1.2734,-0.5562,8
gsp,0.4,dtw,,,,,,0
heat_diffusion_temporal,0.1,mae,0.162,0.2306,0.0804,-0.0308,0.3548,8
heat_diffusion_temporal,0.1,rmse,0.4845,0.6475,0.2551,-0.0568,1.0259,8
heat_diffusion_temporal,0.1,snr,-2.2862,6.4467,0.0122,-7.6758,3.1034,8
heat_diffusion_temporal,0.1,dtw,,,,,,0
heat_diffusion_temporal,0.2,mae,0.2388,0.336,0.1199,-0.0421,0.5197,8
heat_diffusion_temporal,0.2,rmse,0.5826,0.7711,0.3097,-0.0621,1.2273,8
heat_diffusion_temporal,0.2,snr,-2.297,6.4011,-0.027,-7.6484,3.0545,8
heat_diffusion_temporal,0.2,dtw,,,,,,0
heat_diffusion_temporal,0.3,mae,0.399,0.5672,0.1989,-0.0752,0.8731,8
heat_diffusion_temporal,0.3,rmse,0.7532,1.0083,0.397,-0.0898,1.5961,8
heat_diffusion_temporal,0.3,snr,-2.3117,6.4615,-0.0354,-7.7136,3.0902,8
heat_diffusion_temporal,0.3,dtw,,,,,,0
heat_diffusion_temporal,0.4,mae,0.4741,0.6735,0.2361,-0.089,1.0371,8
heat_diffusion_temporal,0.4,rmse,0.8196,1.0923,0.4334,-0.0935,1.7328,8
heat_diffusion_temporal,0.4,snr,-2.2675,6.4173,0.0015,-7.6325,3.0974,8
heat_diffusion_temporal,0.4,dtw,,,,,,0
idw,0.1,mae,0.0831,0.0,0.0831,,,8
idw,0.1,rmse,0.2744,0.0,0.2744,,,8
idw,0.1,snr,-0.612,0.0,-0.612,,,8
idw,0.1,dtw,,,,,,0
idw,0.2,mae,0.1253,0.0,0.1253,,,8
idw,0.2,rmse,0.332,0.0,0.332,,,8
idw,0.2,snr,-0.6239,0.0,-0.6239,,,8
idw,0.2,dtw,,,,,,0
idw,0.3,mae,0.209,0.0,0.209,,,8
idw,0.3,rmse,0.4312,0.0,0.4312,,,8
idw,0.3,snr,-0.7459,0.0,-0.7459,,,8
idw,0.3,dtw,,,,,,0
idw,0.4,mae,0.2439,0.0,0.2439,,,8
idw,0.4,rmse,0.4669,0.0,0.4669,,,8
idw,0.4,snr,-0.6375,0.0,-0.6375,,,8
idw,0.4,dtw,,,,,,0
linear,0.1,mae,0.0943,0.0,0.0943,,,8
linear,0.1,rmse,0.3234,0.0,0.3234,,,8
linear,0.1,snr,-1.9947,0.0,-1.9947,,,8
linear,0.1,dtw,,,,,,0
linear,0.2,mae,0.1339,0.0,0.1339,,,8
linear,0.2,rmse,0.368,0.0,0.368,,,8
linear,0.2,snr,-1.5024,0.0,-1.5024,,,8
linear,0.2,dtw,,,,,,0
linear,0.3,mae,0.2337,0.0,0.2337,,,8
linear,0.3,rmse,0.4983,0.0,0.4983,,,8
linear,0.3,snr,-1.9834,0.0,-1.9834,,,8
linear,0.3,dtw,,,,,,0
linear,0.4,mae,0.2793,0.0,0.2793,,,8
linear,0.4,rmse,0.5513,0.0,0.5513,,,8
linear,0.4,snr,-2.041,0.0,-2.041,,,8
linear,0.4,dtw,,,,,,0
mean,0.1,mae,0.0853,0.0,0.0853,,,8
mean,0.1,rmse,0.2733,0.0,0.2733,,,8
mean,0.1,snr,-0.558,0.0,-0.558,,,8
mean,0.1,dtw,,,,,,0
mean,0.2,mae,0.1252,0.0,0.1252,,,8
mean,0.2,rmse,0.3272,0.0,0.3272,,,8
mean,0.2,snr,-0.5,0.0,-0.5,,,8
mean,0.2,dtw,,,,,,0
mean,0.3,mae,0.2019,0.0,0.2019,,,8
mean,0.3,rmse,0.4161,0.0,0.4161,,,8
mean,0.3,snr,-0.4065,0.0,-0.4065,,,8
mean,0.3,dtw,,,,,,0
mean,0.4,mae,0.2385,0.0,0.2385,,,8
mean,0.4,rmse,0.4473,0.0,0.4473,,,8
mean,0.4,snr,-0.2628,0.0,-0.2628,,,8
mean,0.4,dtw,,,,,,0
nearest,0.1,mae,0.1023,0.0,0.1023,,,8
nearest,0.1,rmse,0.349,0.0,0.349,,,8
nearest,0.1,snr,-2.7119,0.0,-2.7119,,,8
nearest,0.1,dtw,,,,,,0
nearest,0.2,mae,0.1556,0.0,0.1556,,,8
nearest,0.2,rmse,0.4323,0.0,0.4323,,,8
nearest,0.2,snr,-2.8899,0.0,-2.8899,,,8
nearest,0.2,dtw,,,,,,0
nearest,0.3,mae,0.2529,0.0,0.2529,,,8
nearest,0.3,rmse,0.5551,0.0,0.5551,,,8
nearest,0.3,snr,-2.9357,0.0,-2.9357,,,8
nearest,0.3,dtw,,,,,,0
nearest,0.4,mae,0.2985,0.0,0.2985,,,8
nearest,0.4,rmse,0.6001,0.0,0.6001,,,8
nearest,0.4,snr,-2.8098,0.0,-2.8098,,,8
nearest,0.4,dtw,,,,,,0
puy,0.1,mae,0.3697,0.1662,0.385,0.2307,0.5087,8
puy,0.1,rmse,0.48,0.1262,0.4733,0.3745,0.5855,8
puy,0.1,snr,7.4485,8.819,4.2374,0.0757,14.8213,8
puy,0.1,dtw,,,,,,0
puy,0.2,mae,0.3887,0.1526,0.4002,0.2611,0.5162,8
puy,0.2,rmse,0.5104,0.1053,0.4979,0.4224,0.5985,8
puy,0.2,snr,6.9764,8.2657,3.9524,0.0661,13.8866,8
puy,0.2,dtw,,,,,,0
puy,0.3,mae,0.4301,0.1193,0.4347,0.3304,0.5299,8
puy,0.3,rmse,0.5729,0.0626,0.5573,0.5206,0.6252,8
puy,0.3,snr,6.0958,7.1482,3.4673,0.1198,12.0718,8
puy,0.3,dtw,,,,,,0
puy,0.4,mae,0.4474,0.1051,0.4459,0.3596,0.5353,8
puy,0.4,rmse,0.5963,0.0518,0.5905,0.553,0.6396,8
puy,0.4,snr,5.5783,6.5349,3.2011,0.1149,11.0416,8
puy,0.4,dtw,,,,,,0
rbfi_mq,0.1,mae,0.1077,0.0,0.1077,,,8
rbfi_mq,0.1,rmse,0.3731,0.0,0.3731,,,8
rbfi_mq,0.1,snr,-3.2889,0.0,-3.2889,,,8
rbfi_mq,0.1,dtw,,,,,,0
rbfi_mq,0.2,mae,0.167,0.0,0.167,,,8
rbfi_mq,0.2,rmse,0.4726,0.0,0.4726,,,8
rbfi_mq,0.2,snr,-3.6601,0.0,-3.6601,,,8
rbfi_mq,0.2,dtw,,,,,,0
rbfi_mq,0.3,mae,0.2725,0.0,0.2725,,,8
rbfi_mq,0.3,rmse,0.5928,0.0,0.5928,,,8
rbfi_mq,0.3,snr,-3.513,0.0,-3.513,,,8
rbfi_mq,0.3,dtw,,,,,,0
rbfi_mq,0.4,mae,0.3701,0.0,0.3701,,,8
rbfi_mq,0.4,rmse,0.7398,0.0,0.7398,,,8
rbfi_mq,0.4,snr,-4.4888,0.0,-4.4888,,,8
rbfi_mq,0.4,dtw,,,,,,0
rbfi_tps,0.1,mae,0.0951,0.0,0.0951,,,8
rbfi_tps,0.1,rmse,0.3316,0.0,0.3316,,,8
rbfi_tps,0.1,snr,-2.2661,0.0,-2.2661,,,8
rbfi_tps,0.1,dtw,,,,,,0
rbfi_tps,0.2,mae,0.1479,0.0,0.1479,,,8
rbfi_tps,0.2,rmse,0.4116,0.0,0.4116,,,8
rbfi_tps,0.2,snr,-2.465,0.0,-2.465,,,8
rbfi_tps,0.2,dtw,,,,,,0
rbfi_tps,0.3,mae,0.2493,0.0,0.2493,,,8
rbfi_tps,0.3,rmse,0.5384,0.0,0.5384,,,8
rbfi_tps,0.3,snr,-2.685,0.0,-2.685,,,8
rbfi_tps,0.3,dtw,,,,,,0
rbfi_tps,0.4,mae,0.3169,0.0,0.3169,,,8
rbfi_tps,0.4,rmse,0.6306,0.0,0.6306,,,8
rbfi_tps,0.4,snr,-3.2061,0.0,-3.2061,,,8
rbfi_tps,0.4,dtw,,,,,,0
sobolev,0.1,mae,0.5265,0.0858,0.5498,0.4547,0.5983,8
sobolev,0.1,rmse,0.5976,0.0912,0.6214,0.5214,0.6739,8
sobolev,0.1,snr,1.7516,1.6522,1.2187,0.3704,3.1328,8
sobolev,0.1,dtw,,,,,,0
sobolev,0.2,mae,0.5323,0.0802,0.5526,0.4653,0.5994,8
sobolev,0.2,rmse,0.6065,0.0832,0.6266,0.537,0.676,8
sobolev,0.2,snr,1.6389,1.5446,1.1553,0.3475,2.9302,8
sobolev,0.2,dtw,,,,,,0
sobolev,0.3,mae,0.5462,0.0671,0.5632,0.4901,0.6024,8
sobolev,0.3,rmse,0.622,0.067,0.637,0.566,0.6781,8
sobolev,0.3,snr,1.4314,1.3138,1.0243,0.333,2.5297,8
sobolev,0.3,dtw,,,,,,0
sobolev,0.4,mae,0.5525,0.061,0.5685,0.5015,0.6035,8
sobolev,0.4,rmse,0.6301,0.0592,0.6439,0.5806,0.6796,8
sobolev,0.4,snr,1.3049,1.1837,0.9256,0.3153,2.2946,8
sobolev,0.4,dtw,,,,,,0
spherical_spline,0.1,mae,0.0853,0.0,0.0853,,,8
spherical_spline,0.1,rmse,0.2733,0.0,0.2733,,,8
spherical_spline,0.1,snr,-0.558,0.0,-0.558,,,8
spherical_spline,0.1,dtw,,,,,,0
spherical_spline,0.2,mae,0.1252,0.0,0.1252,,,8
spherical_spline,0.2,rmse,0.3272,0.0,0.3272,,,8
spherical_spline,0.2,snr,-0.5,0.0,-0.5,,,8
spherical_spline,0.2,dtw,,,,,,0
spherical_spline,0.3,mae,0.2019,0.0,0.2019,,,8
spherical_spline,0.3,rmse,0.4161,0.0,0.4161,,,8
spherical_spline,0.3,snr,-0.4065,0.0,-0.4065,,,8
spherical_spline,0.3,dtw,,,,,,0
spherical_spline,0.4,mae,0.2385,0.0,0.2385,,,8
spherical_spline,0.4,rmse,0.4473,0.0,0.4473,,,8
spherical_spline,0.4,snr,-0.2628,0.0,-0.2628,,,8
spherical_spline,0.4,dtw,,,,,,0
spline_surface,0.1,mae,0.0951,0.0,0.0951,,,8
spline_surface,0.1,rmse,0.3316,0.0,0.3316,,,8
spline_surface,0.1,snr,-2.2661,0.0,-2.2661,,,8
spline_surface,0.1,dtw,,,,,,0
spline_surface,0.2,mae,0.1479,0.0,0.1479,,,8
spline_surface,0.2,rmse,0.4116,0.0,0.4116,,,8
spline_surface,0.2,snr,-2.465,0.0,-2.465,,,8
spline_surface,0.2,dtw,,,,,,0
spline_surface,0.3,mae,0.2493,0.0,0.2493,,,8
spline_surface,0.3,rmse,0.5384,0.0,0.5384,,,8
spline_surface,0.3,snr,-2.685,0.0,-2.685,,,8
spline_surface,0.3,dtw,,,,,,0
spline_surface,0.4,mae,0.3169,0.0,0.3169,,,8
spline_surface,0.4,rmse,0.6306,0.0,0.6306,,,8
spline_surface,0.4,snr,-3.2061,0.0,-3.2061,,,8
spline_surface,0.4,dtw,,,,,,0
temporal_laplacian,0.1,mae,0.4223,0.097,0.4135,0.3412,0.5034,8
temporal_laplacian,0.1,rmse,0.4903,0.0984,0.4778,0.408,0.5725,8
temporal_laplacian,0.1,snr,3.9279,2.0335,3.928,2.2279,5.628,8
temporal_laplacian,0.1,dtw,,,,,,0
temporal_laplacian,0.2,mae,0.4342,0.0911,0.4252,0.3581,0.5104,8
temporal_laplacian,0.2,rmse,0.5099,0.0867,0.4955,0.4374,0.5824,8
temporal_laplacian,0.2,snr,3.7588,1.949,3.7624,2.1295,5.3882,8
temporal_laplacian,0.2,dtw,,,,,,0
temporal_laplacian,0.3,mae,0.4684,0.0756,0.463,0.4052,0.5316,8
temporal_laplacian,0.3,rmse,0.5479,0.0689,0.5366,0.4903,0.6056,8
temporal_laplacian,0.3,snr,3.0855,1.6278,3.0212,1.7246,4.4463,8
temporal_laplacian,0.3,dtw,,,,,,0
temporal_laplacian,0.4,mae,0.4764,0.0716,0.4681,0.4165,0.5363,8
temporal_laplacian,0.4,rmse,0.5745,0.0592,0.5615,0.525,0.624,8
temporal_laplacian,0.4,snr,3.0345,1.5863,3.0544,1.7083,4.3606,8
temporal_laplacian,0.4,dtw,,,,,,0
tikhonov,0.1,mae,0.2154,0.1601,0.17,0.0815,0.3493,8
tikhonov,0.1,rmse,0.3491,0.1361,0.303,0.2353,0.4629,8
tikhonov,0.1,snr,14.4696,8.1654,13.8472,7.6431,21.296,8
tikhonov,0.1,dtw,,,,,,0
tikhonov,0.2,mae,0.2468,0.1479,0.2037,0.1232,0.3704,8
tikhonov,0.2,rmse,0.3981,0.1177,0.3593,0.2997,0.4966,8
tikhonov,0.2,snr,13.4577,7.6221,12.8869,7.0855,19.8299,8
tikhonov,0.2,dtw,,,,,,0
tikhonov,0.3,mae,0.3118,0.1201,0.2759,0.2113,0.4122,8
tikhonov,0.3,rmse,0.4858,0.0846,0.4541,0.4151,0.5565,8
tikhonov,0.3,snr,11.5204,6.5287,11.0397,6.0623,16.9785,8
tikhonov,0.3,dtw,,,,,,0
tikhonov,0.4,mae,0.3372,0.1094,0.3053,0.2457,0.4286,8
tikhonov,0.4,rmse,0.5132,0.0743,0.4813,0.4511,0.5753,8
tikhonov,0.4,snr,10.501,5.9321,10.0974,5.5416,15.4603,8
tikhonov,0.4,dtw,,,,,,0
trss,0.1,mae,0.0844,0.0048,0.0833,0.0804,0.0884,8
trss,0.1,rmse,0.2765,0.0143,0.276,0.2646,0.2885,8
trss,0.1,snr,-0.6739,0.436,-0.6665,-1.0383,-0.3094,8
trss,0.1,dtw,,,,,,0
trss,0.2,mae,0.1246,0.002,0.1251,0.1229,0.1262,8
trss,0.2,rmse,0.3338,0.0116,0.3376,0.324,0.3435,8
trss,0.2,snr,-0.6634,0.3048,-0.7641,-0.9182,-0.4086,8
trss,0.2,dtw,,,,,,0
trss,0.3,mae,0.21,0.0065,0.2108,0.2046,0.2155,8
trss,0.3,rmse,0.4334,0.0207,0.4365,0.4161,0.4508,8
trss,0.3,snr,-0.7817,0.4145,-0.8572,-1.1282,-0.4352,8
trss,0.3,dtw,,,,,,0
trss,0.4,mae,0.2438,0.0058,0.2442,0.2389,0.2486,8
trss,0.4,rmse,0.4651,0.018,0.4683,0.4501,0.4802,8
trss,0.4,snr,-0.5956,0.3362,-0.65,-0.8767,-0.3146,8
trss,0.4,dtw,,,,,,0
tv,0.1,mae,0.0843,0.0007,0.0842,0.0837,0.0849,8
tv,0.1,rmse,0.2731,0.0035,0.2721,0.2702,0.2761,8
tv,0.1,snr,-0.5644,0.1176,-0.5242,-0.6628,-0.4661,8
tv,0.1,dtw,,,,,,0
tv,0.2,mae,0.1248,0.0011,0.1246,0.1238,0.1257,8
tv,0.2,rmse,0.3288,0.0052,0.3266,0.3245,0.3331,8
tv,0.2,snr,-0.5406,0.1313,-0.4855,-0.6504,-0.4309,8
tv,0.2,dtw,,,,,,0
tv,0.3,mae,0.2047,0.0038,0.2029,0.2014,0.2079,8
tv,0.3,rmse,0.4214,0.0092,0.4167,0.4137,0.429,8
tv,0.3,snr,-0.5319,0.1976,-0.4352,-0.6971,-0.3667,8
tv,0.3,dtw,,,,,,0
tv,0.4,mae,0.2382,0.0021,0.2382,0.2365,0.2399,8
tv,0.4,rmse,0.4516,0.009,0.4474,0.4441,0.4591,8
tv,0.4,snr,-0.3381,0.166,-0.264,-0.4769,-0.1993,8
tv,0.4,dtw,,,,,,0
wavelet_temporal,0.1,mae,0.1084,0.0115,0.1108,0.0988,0.118,8
wavelet_temporal,0.1,rmse,0.2762,0.0146,0.2774,0.264,0.2884,8
wavelet_temporal,0.1,snr,16.8623,5.0677,14.9388,12.6256,21.099,8
wavelet_temporal,0.1,dtw,,,,,,0
wavelet_temporal,0.2,mae,0.1456,0.0105,0.1474,0.1368,0.1544,8
wavelet_temporal,0.2,rmse,0.3262,0.0123,0.3244,0.3159,0.3364,8
wavelet_temporal,0.2,snr,16.1728,4.6831,14.9058,12.2576,20.0879,8
wavelet_temporal,0.2,dtw,,,,,,0
wavelet_temporal,0.3,mae,0.2174,0.0086,0.2185,0.2102,0.2245,8
wavelet_temporal,0.3,rmse,0.406,0.0061,0.4054,0.4009,0.4111,8
wavelet_temporal,0.3,snr,13.4438,4.123,11.9686,9.9969,16.8906,8
wavelet_temporal,0.3,dtw,,,,,,0
wavelet_temporal,0.4,mae,0.2562,0.0088,0.2572,0.2489,0.2635,8
wavelet_temporal,0.4,rmse,0.4428,0.0068,0.4419,0.4372,0.4485,8
wavelet_temporal,0.4,snr,12.1434,3.8064,11.0723,8.9611,15.3256,8
wavelet_temporal,0.4,dtw,,,,,,0
