tag,artifact,timestamp,commit,author,commit_date,description
it09_tikhonov_rbfi_focus_run_metadata,Thesis-Copilot-Toolkit/results/it09_tikhonov_rbfi_focus_run_metadata.json,,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],Sun Apr 5 15:04:26 2026 +0000,
it100_final_comparative_publication_pack,Thesis-Copilot-Toolkit/results/it100_final_comparative_publication_pack_run_metadata.json,2026-04-06T17:05:08.792983,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Final publication-ready comparative pack
it101_real_data_validation,Thesis-Copilot-Toolkit/results/it101_real_data_validation_run_metadata.json,2026-04-06T17:37:57.189780+00:00,f028a21c493f3bb49b816e8a46f545e759c2db1a,copilot-swe-agent[bot],Mon Apr 6 17:47:38 2026 +0000,Real-data validation using available downloaded datasets
it102_compute_time_tv_vs_instant,Thesis-Copilot-Toolkit/results/it102_compute_time_tv_vs_instant_run_metadata.json,2026-04-06T17:43:15.570002+00:00,f028a21c493f3bb49b816e8a46f545e759c2db1a,copilot-swe-agent[bot],Mon Apr 6 17:47:38 2026 +0000,Computational complexity and runtime analysis TV vs Instant
it103_tv_lambda_grid_search,Thesis-Copilot-Toolkit/results/it103_tv_lambda_grid_search_run_metadata.json,2026-04-06T17:46:05.880827+00:00,f028a21c493f3bb49b816e8a46f545e759c2db1a,copilot-swe-agent[bot],Mon Apr 6 17:47:38 2026 +0000,Lambda grid search for TV family methods
it104_noise_sensitivity_tv,Thesis-Copilot-Toolkit/results/it104_noise_sensitivity_tv_run_metadata.json,2026-04-06T17:50:25.775293+00:00,f70c6c28b1e09016369cc599fc43260ae0d6f405,copilot-swe-agent[bot],Mon Apr 6 17:51:33 2026 +0000,Noise sensitivity analysis for TV methods
it105_real_eeg_crossdataset,Thesis-Copilot-Toolkit/results/it105_real_eeg_crossdataset_run_metadata.json,2026-04-06T18:47:21.303821+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,Cross-dataset real EEG validation (PhysioNet + BCI IV 2a)
it106_bci_iv2a_multisubject,Thesis-Copilot-Toolkit/results/it106_bci_iv2a_multisubject_run_metadata.json,2026-04-06T18:55:25.723984+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,BCI IV 2a multisubject validation (S1-S3)
it107_mat100hz_baseline,Thesis-Copilot-Toolkit/results/it107_mat100hz_baseline_run_metadata.json,2026-04-06T19:04:27.687112+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,100Hz MAT baseline validation
it108_mat100hz_lambda_grid,Thesis-Copilot-Toolkit/results/it108_mat100hz_lambda_grid_run_metadata.json,2026-04-06T19:12:35.831458+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,100Hz MAT lambda grid search
it109_mat100hz_noise_sensitivity,Thesis-Copilot-Toolkit/results/it109_mat100hz_noise_sensitivity_run_metadata.json,2026-04-06T19:16:10.497959+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,100Hz MAT noise sensitivity
it10_synthetic_alpha_run_metadata,Thesis-Copilot-Toolkit/results/it10_synthetic_alpha_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it110_iris_graph_baseline,Thesis-Copilot-Toolkit/results/it110_iris_graph_baseline_run_metadata.json,2026-04-06T19:16:23.740601+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,Iris graph-signal baseline
it111_iris_graph_lambda_grid,Thesis-Copilot-Toolkit/results/it111_iris_graph_lambda_grid_run_metadata.json,2026-04-06T19:16:39.285215+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,Iris graph-signal lambda grid
it112_movielens_graph_baseline,Thesis-Copilot-Toolkit/results/it112_movielens_graph_baseline_run_metadata.json,2026-04-06T19:19:39.236653+00:00,bffe9c4b3b4d9bfd29f1576b4e89e4e6704bddef,copilot-swe-agent[bot],Mon Apr 6 19:22:13 2026 +0000,MovieLens graph-signal baseline
it113_movielens_graph_lambda_grid,Thesis-Copilot-Toolkit/results/it113_movielens_graph_lambda_grid_run_metadata.json,2026-04-06T19:40:36.454834+00:00,05648b64b5011b28e9ec00a4a55a80424a2887e8,copilot-swe-agent[bot],Mon Apr 6 20:20:15 2026 +0000,MovieLens graph-signal lambda grid
it114_eeg_vs_iris_transfer,Thesis-Copilot-Toolkit/results/it114_eeg_vs_iris_transfer_run_metadata.json,2026-04-06T19:46:08.341104+00:00,05648b64b5011b28e9ec00a4a55a80424a2887e8,copilot-swe-agent[bot],Mon Apr 6 20:20:15 2026 +0000,EEG vs Iris transfer comparison
it115_eeg_vs_movielens_transfer,Thesis-Copilot-Toolkit/results/it115_eeg_vs_movielens_transfer_run_metadata.json,2026-04-06T20:02:36.085108+00:00,05648b64b5011b28e9ec00a4a55a80424a2887e8,copilot-swe-agent[bot],Mon Apr 6 20:20:15 2026 +0000,EEG vs MovieLens transfer comparison
it116_all_new_datasets_comprehensive,Thesis-Copilot-Toolkit/results/it116_all_new_datasets_comprehensive_run_metadata.json,2026-04-07T03:02:34.442336+00:00,bb20e0190babeb0c787086b2cc2ecf420322e743,copilot-swe-agent[bot],Tue Apr 7 03:34:17 2026 +0000,Comprehensive run on all new datasets
it117_graph_sensitivity_multidomain,Thesis-Copilot-Toolkit/results/it117_graph_sensitivity_multidomain_run_metadata.json,2026-04-07T03:16:19.240277+00:00,bb20e0190babeb0c787086b2cc2ecf420322e743,copilot-swe-agent[bot],Tue Apr 7 03:34:17 2026 +0000,Graph sensitivity multidomain
it118_runtime_family_multidomain,Thesis-Copilot-Toolkit/results/it118_runtime_family_multidomain_run_metadata.json,2026-04-07T03:18:46.615123+00:00,bb20e0190babeb0c787086b2cc2ecf420322e743,copilot-swe-agent[bot],Tue Apr 7 03:34:17 2026 +0000,Runtime by family across domains
it119_noise_trend_multidomain,Thesis-Copilot-Toolkit/results/it119_noise_trend_multidomain_run_metadata.json,2026-04-07T06:15:47.615722+00:00,49d66ff80853ebb227396e21c3910d6c779e436e,copilot-swe-agent[bot],Tue Apr 7 06:49:59 2026 +0000,Noise trend multidomain
it11_physionet_high_missing_run_metadata,Thesis-Copilot-Toolkit/results/it11_physionet_high_missing_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it120_final_multidomain_publication_pack,Thesis-Copilot-Toolkit/results/it120_final_multidomain_publication_pack_run_metadata.json,2026-04-07T18:12:18.202041+00:00,dd664d88d0974674adf46df453600ec1a469da9c,copilot-swe-agent[bot],Tue Apr 7 18:12:44 2026 +0000,Final multidomain publication pack
it121_domain_stratified_gate,Thesis-Copilot-Toolkit/results/it121_domain_stratified_gate_run_metadata.json,2026-04-07T17:03:38.782424+00:00,a709a1ec2b03f0b7ed1040b3743db5fc0aa999ee,copilot-swe-agent[bot],Tue Apr 7 17:30:04 2026 +0000,Domain-stratified GO/NO-GO analysis
it122_subjectwise_bci_holdout,Thesis-Copilot-Toolkit/results/it122_subjectwise_bci_holdout_run_metadata.json,2026-04-07T17:08:26.086191+00:00,a709a1ec2b03f0b7ed1040b3743db5fc0aa999ee,copilot-swe-agent[bot],Tue Apr 7 17:30:04 2026 +0000,BCI IV 2a subjectwise holdout proxy
it123_graph_density_calibration,Thesis-Copilot-Toolkit/results/it123_graph_density_calibration_run_metadata.json,2026-04-07T17:41:13.769996+00:00,a201b0e08651d93d3e142a2368ed362bb78c5626,copilot-swe-agent[bot],Tue Apr 7 17:45:27 2026 +0000,Graph density calibration sweep
it124_missing_pattern_realistic_v2,Thesis-Copilot-Toolkit/results/it124_missing_pattern_realistic_v2_run_metadata.json,2026-04-07T17:41:22.919067+00:00,a201b0e08651d93d3e142a2368ed362bb78c5626,copilot-swe-agent[bot],Tue Apr 7 17:45:27 2026 +0000,Realistic missing-pattern stress test v2
it125_temporal_window_sensitivity,Thesis-Copilot-Toolkit/results/it125_temporal_window_sensitivity_run_metadata.json,2026-04-07T17:41:31.899092+00:00,a201b0e08651d93d3e142a2368ed362bb78c5626,copilot-swe-agent[bot],Tue Apr 7 17:45:27 2026 +0000,Temporal window sensitivity proxy
it126_metric_robustness_multiobjective,Thesis-Copilot-Toolkit/results/it126_metric_robustness_multiobjective_run_metadata.json,2026-04-07T17:28:33.377724+00:00,a709a1ec2b03f0b7ed1040b3743db5fc0aa999ee,copilot-swe-agent[bot],Tue Apr 7 17:30:04 2026 +0000,Multiobjective robustness ranking
it127_noise_profile_non_gaussian,Thesis-Copilot-Toolkit/results/it127_noise_profile_non_gaussian_run_metadata.json,2026-04-07T17:41:49.060303+00:00,a201b0e08651d93d3e142a2368ed362bb78c5626,copilot-swe-agent[bot],Tue Apr 7 17:45:27 2026 +0000,Non-Gaussian-like noise robustness proxy
it128_calibration_by_dataset_family,Thesis-Copilot-Toolkit/results/it128_calibration_by_dataset_family_run_metadata.json,2026-04-07T17:44:25.464188+00:00,a201b0e08651d93d3e142a2368ed362bb78c5626,copilot-swe-agent[bot],Tue Apr 7 17:45:27 2026 +0000,Dataset-family calibration transfer
it129_confidence_interval_stability,Thesis-Copilot-Toolkit/results/it129_confidence_interval_stability_run_metadata.json,2026-04-07T17:44:34.994935+00:00,a201b0e08651d93d3e142a2368ed362bb78c5626,copilot-swe-agent[bot],Tue Apr 7 17:45:27 2026 +0000,Bootstrap stability of GO/NO-GO
it12_vknng_knng_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it12_vknng_knng_3syn_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it130_final_decision_matrix,Thesis-Copilot-Toolkit/results/it130_final_decision_matrix_run_metadata.json,2026-04-07T17:44:49.492210+00:00,a201b0e08651d93d3e142a2368ed362bb78c5626,copilot-swe-agent[bot],Tue Apr 7 17:45:27 2026 +0000,Final conditional decision matrix
it13_gaussian_aew_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it13_gaussian_aew_3syn_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it14_low_missing_synthetic_run_metadata,Thesis-Copilot-Toolkit/results/it14_low_missing_synthetic_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it15_synthetic_broad_gaussian_run_metadata,Thesis-Copilot-Toolkit/results/it15_synthetic_broad_gaussian_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it15b_gaussian_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it15b_gaussian_3syn_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it16_synthetic_broad_vknng_run_metadata,Thesis-Copilot-Toolkit/results/it16_synthetic_broad_vknng_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it16b_vknng_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it16b_vknng_3syn_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it17_synthetic_broad_all_graphs_run_metadata,Thesis-Copilot-Toolkit/results/it17_synthetic_broad_all_graphs_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it18_directed_tv_vs_trss_run_metadata,Thesis-Copilot-Toolkit/results/it18_directed_tv_vs_trss_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it19_synthetic_beta_high_missing_run_metadata,Thesis-Copilot-Toolkit/results/it19_synthetic_beta_high_missing_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it20_synthetic_alpha_high_missing_run_metadata,Thesis-Copilot-Toolkit/results/it20_synthetic_alpha_high_missing_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it21_all_datasets_family_run_metadata,Thesis-Copilot-Toolkit/results/it21_all_datasets_family_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it22_synthetic_broad_knn_k3_only_run_metadata,Thesis-Copilot-Toolkit/results/it22_synthetic_broad_knn_k3_only_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it22b_knn_k3_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it22b_knn_k3_3syn_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it23_synthetic_broad_knng_only_run_metadata,Thesis-Copilot-Toolkit/results/it23_synthetic_broad_knng_only_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it23b_knng_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it23b_knng_3syn_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it24_physionet_all_scenarios_run_metadata,Thesis-Copilot-Toolkit/results/it24_physionet_all_scenarios_run_metadata.json,,676eaba27e9f4584351a1e1511b63ebc6ac878e5,copilot-swe-agent[bot],Sun Apr 5 15:19:35 2026 +0000,
it25_alpha_beta_two_bands_run_metadata,Thesis-Copilot-Toolkit/results/it25_alpha_beta_two_bands_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it26_synthetic_beta_all_graphs_run_metadata,Thesis-Copilot-Toolkit/results/it26_synthetic_beta_all_graphs_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it27_synthetic_alpha_all_graphs_run_metadata,Thesis-Copilot-Toolkit/results/it27_synthetic_alpha_all_graphs_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it28_nnk_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it28_nnk_3syn_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it29_kalofolias_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it29_kalofolias_3syn_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it30_knn_k5_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it30_knn_k5_3syn_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it31_strong_tv_3syn_run_metadata,Thesis-Copilot-Toolkit/results/it31_strong_tv_3syn_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it32_3syn_mr20_only_run_metadata,Thesis-Copilot-Toolkit/results/it32_3syn_mr20_only_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it33_3syn_mr30_only_run_metadata,Thesis-Copilot-Toolkit/results/it33_3syn_mr30_only_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it34_physionet_kalofolias_gaussian_run_metadata,Thesis-Copilot-Toolkit/results/it34_physionet_kalofolias_gaussian_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it35_all4_kalofolias_run_metadata,Thesis-Copilot-Toolkit/results/it35_all4_kalofolias_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it36_3syn_beta_low_missing_run_metadata,Thesis-Copilot-Toolkit/results/it36_3syn_beta_low_missing_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it37_3syn_alpha_low_missing_run_metadata,Thesis-Copilot-Toolkit/results/it37_3syn_alpha_low_missing_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it38_broad_gaussian_kalofolias_nnk_run_metadata,Thesis-Copilot-Toolkit/results/it38_broad_gaussian_kalofolias_nnk_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it39_physionet_gaussian_nnk_knn_run_metadata,Thesis-Copilot-Toolkit/results/it39_physionet_gaussian_nnk_knn_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it40_3syn_all_mr_analysis_run_metadata,Thesis-Copilot-Toolkit/results/it40_3syn_all_mr_analysis_run_metadata.json,,0f1764d476085c7b0d9ef7833c8e2401b89ad14e,copilot-swe-agent[bot],Sun Apr 5 15:30:09 2026 +0000,
it41_physionet_multisubject_run4,Thesis-Copilot-Toolkit/results/it41_physionet_multisubject_run4_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=4 motor imagery L/R, knn_k3"
it42_physionet_run8_allsubj,Thesis-Copilot-Toolkit/results/it42_physionet_run8_allsubj_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=8 motor imagery hands/feet, knn_k3"
it43_physionet_run12_allsubj,Thesis-Copilot-Toolkit/results/it43_physionet_run12_allsubj_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=12 motor imagery hands/feet, knn_k3"
it44_physionet_allruns_allsubj,Thesis-Copilot-Toolkit/results/it44_physionet_allruns_allsubj_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects × 3 runs pooled, knn_k3"
it45_physionet_multisubj_gaussian,Thesis-Copilot-Toolkit/results/it45_physionet_multisubj_gaussian_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=4, gaussian sigma=1 graph"
it46_physionet_multisubj_kalofolias,Thesis-Copilot-Toolkit/results/it46_physionet_multisubj_kalofolias_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=4, kalofolias graph"
it47_physionet_multisubj_best3graphs,Thesis-Copilot-Toolkit/results/it47_physionet_multisubj_best3graphs_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=4, 3 best graphs (knn_k3, gaussian, kalofolias)"
it48_physionet_multisubj_high_mr,Thesis-Copilot-Toolkit/results/it48_physionet_multisubj_high_mr_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=4, high missing rates 30%/40%"
it49_physionet_multisubj_low_mr,Thesis-Copilot-Toolkit/results/it49_physionet_multisubj_low_mr_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=4, low missing rates 10%/20%"
it50_physionet_multisubj_strong_tv,Thesis-Copilot-Toolkit/results/it50_physionet_multisubj_strong_tv_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,"Physionet 9 subjects, run=4, strong TV+instant subset comparison"
it51_all_datasets_strong_tv,Thesis-Copilot-Toolkit/results/it51_all_datasets_strong_tv_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,All 4 datasets — strong TV/Time + key instant methods
it52_all_datasets_gaussian_graph,Thesis-Copilot-Toolkit/results/it52_all_datasets_gaussian_graph_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,All 4 datasets — Gaussian sigma=1 graph only
it53_all_datasets_nnk,Thesis-Copilot-Toolkit/results/it53_all_datasets_nnk_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,All 4 datasets — NNK k=4 graph only
it54_all_datasets_high_mr,Thesis-Copilot-Toolkit/results/it54_all_datasets_high_mr_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,All 4 datasets — high missing rates 30%+40%
it55_all_datasets_low_mr,Thesis-Copilot-Toolkit/results/it55_all_datasets_low_mr_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,All 4 datasets — low missing rates 10%+20%
it56_3syn_mr10_only,Thesis-Copilot-Toolkit/results/it56_3syn_mr10_only_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,Alpha+Beta+Broad synthetic — mr=10% only
it57_3syn_mr40_only,Thesis-Copilot-Toolkit/results/it57_3syn_mr40_only_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,Alpha+Beta+Broad synthetic — mr=40% only
it58_broad_low_missing,Thesis-Copilot-Toolkit/results/it58_broad_low_missing_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,Synthetic broadband — low missing rates 10%+20%
it59_broad_high_missing,Thesis-Copilot-Toolkit/results/it59_broad_high_missing_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,Synthetic broadband — high missing rates 30%+40%
it60_broad_all_graphs_high_mr,Thesis-Copilot-Toolkit/results/it60_broad_all_graphs_high_mr_run_metadata.json,,deed56fd4fd260efbe550cdfeb525a1386a6ccb5,copilot-swe-agent[bot],Sun Apr 5 15:46:14 2026 +0000,Synthetic broadband — all 8 graphs × high missing rates 30%+40%
