method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
gsmooth,0.4,mae,0.2641,0.0199,0.2707,0.2557,0.2725,24
gsmooth,0.4,rmse,0.4749,0.0222,0.4766,0.4655,0.4843,24
gsmooth,0.4,snr,-0.3709,0.2219,-0.2946,-0.4646,-0.2772,24
gsmooth,0.4,dtw,,,,,,0
gsp,0.3,mae,0.2226,0.0206,0.2165,0.2139,0.2313,24
gsp,0.3,rmse,0.4625,0.0449,0.4519,0.4436,0.4815,24
gsp,0.3,snr,-1.1636,0.8186,-1.1596,-1.5093,-0.818,24
gsp,0.3,dtw,,,,,,0
gsp,0.4,mae,0.2836,0.0377,0.2861,0.2676,0.2995,24
gsp,0.4,rmse,0.5228,0.0597,0.5239,0.4976,0.548,24
gsp,0.4,snr,-1.1186,0.7835,-1.0378,-1.4494,-0.7878,24
gsp,0.4,dtw,,,,,,0
heat_diffusion_temporal,0.3,mae,0.4053,0.5487,0.203,0.1736,0.637,24
heat_diffusion_temporal,0.3,rmse,0.7631,0.9716,0.403,0.3528,1.1733,24
heat_diffusion_temporal,0.3,snr,-2.3931,6.1528,-0.0682,-4.9912,0.2051,24
heat_diffusion_temporal,0.3,dtw,,,,,,0
heat_diffusion_temporal,0.4,mae,0.5201,0.7032,0.2729,0.2231,0.817,24
heat_diffusion_temporal,0.4,rmse,0.8625,1.0938,0.4678,0.4006,1.3244,24
heat_diffusion_temporal,0.4,snr,-2.3676,6.1198,-0.1083,-4.9517,0.2166,24
heat_diffusion_temporal,0.4,dtw,,,,,,0
idw,0.3,mae,0.2111,0.0061,0.209,0.2086,0.2137,24
idw,0.3,rmse,0.4307,0.0141,0.4312,0.4247,0.4366,24
idw,0.3,snr,-0.61,0.2654,-0.7459,-0.722,-0.4979,24
idw,0.3,dtw,,,,,,0
idw,0.4,mae,0.2667,0.0167,0.2753,0.2597,0.2738,24
idw,0.4,rmse,0.4837,0.013,0.4864,0.4782,0.4891,24
idw,0.4,snr,-0.5425,0.1105,-0.5988,-0.5891,-0.4958,24
idw,0.4,dtw,,,,,,0
linear,0.3,mae,0.2424,0.0107,0.2364,0.2379,0.247,24
linear,0.3,rmse,0.5158,0.0163,0.5122,0.5089,0.5227,24
linear,0.3,snr,-2.1408,0.2016,-2.0198,-2.2259,-2.0556,24
linear,0.3,dtw,,,,,,0
linear,0.4,mae,0.3056,0.0211,0.3075,0.2966,0.3145,24
linear,0.4,rmse,0.5758,0.0235,0.5696,0.5659,0.5857,24
linear,0.4,snr,-2.0198,0.235,-2.041,-2.119,-1.9206,24
linear,0.4,dtw,,,,,,0
mean,0.3,mae,0.2061,0.0047,0.2039,0.2041,0.2081,24
mean,0.3,rmse,0.4202,0.0115,0.4161,0.4154,0.4251,24
mean,0.3,snr,-0.3729,0.1616,-0.4065,-0.4411,-0.3046,24
mean,0.3,dtw,,,,,,0
mean,0.4,mae,0.2606,0.0183,0.2611,0.2529,0.2683,24
mean,0.4,rmse,0.4673,0.0212,0.4587,0.4584,0.4763,24
mean,0.4,snr,-0.2283,0.3026,-0.2628,-0.3561,-0.1005,24
mean,0.4,dtw,,,,,,0
nearest,0.3,mae,0.2694,0.015,0.2667,0.2631,0.2757,24
nearest,0.3,rmse,0.5842,0.0257,0.581,0.5734,0.5951,24
nearest,0.3,snr,-3.2854,0.3221,-3.2207,-3.4215,-3.1494,24
nearest,0.3,dtw,,,,,,0
nearest,0.4,mae,0.3298,0.0254,0.3316,0.3191,0.3405,24
nearest,0.4,rmse,0.6334,0.0299,0.6286,0.6207,0.646,24
nearest,0.4,snr,-2.824,0.3366,-2.8098,-2.9662,-2.6819,24
nearest,0.4,dtw,,,,,,0
puy,0.3,mae,0.4349,0.1167,0.4457,0.3856,0.4841,24
puy,0.3,rmse,0.575,0.0651,0.5692,0.5475,0.6025,24
puy,0.3,snr,5.9749,6.7254,3.5455,3.135,8.8148,24
puy,0.3,dtw,,,,,,0
puy,0.4,mae,0.4648,0.0938,0.4595,0.4252,0.5044,24
puy,0.4,rmse,0.6172,0.0443,0.6148,0.5985,0.6359,24
puy,0.4,snr,5.3019,5.9057,3.2011,2.8081,7.7956,24
puy,0.4,dtw,,,,,,0
rbfi_mq,0.3,mae,0.2711,0.0119,0.2725,0.2661,0.2761,24
rbfi_mq,0.3,rmse,0.5914,0.0301,0.5928,0.5787,0.6041,24
rbfi_mq,0.3,snr,-3.23,0.3875,-3.4832,-3.3936,-3.0664,24
rbfi_mq,0.3,dtw,,,,,,0
rbfi_mq,0.4,mae,0.3691,0.0177,0.3701,0.3616,0.3766,24
rbfi_mq,0.4,rmse,0.7115,0.041,0.7398,0.6942,0.7288,24
rbfi_mq,0.4,snr,-3.735,0.6767,-3.8398,-4.0207,-3.4493,24
rbfi_mq,0.4,dtw,,,,,,0
rbfi_tps,0.3,mae,0.2589,0.0119,0.2522,0.2539,0.2639,24
rbfi_tps,0.3,rmse,0.5568,0.0247,0.541,0.5463,0.5672,24
rbfi_tps,0.3,snr,-2.7694,0.2793,-2.685,-2.8874,-2.6515,24
rbfi_tps,0.3,dtw,,,,,,0
rbfi_tps,0.4,mae,0.3491,0.0271,0.3486,0.3377,0.3606,24
rbfi_tps,0.4,rmse,0.6714,0.0406,0.6584,0.6543,0.6886,24
rbfi_tps,0.4,snr,-3.2716,0.3216,-3.2061,-3.4074,-3.1358,24
rbfi_tps,0.4,dtw,,,,,,0
sobolev,0.3,mae,0.5528,0.0628,0.5674,0.5263,0.5794,24
sobolev,0.3,rmse,0.6283,0.0623,0.64,0.602,0.6546,24
sobolev,0.3,snr,1.3399,1.2119,1.0023,0.8281,1.8516,24
sobolev,0.3,dtw,,,,,,0
sobolev,0.4,mae,0.5637,0.0544,0.5751,0.5407,0.5867,24
sobolev,0.4,rmse,0.6403,0.0521,0.6496,0.6184,0.6623,24
sobolev,0.4,snr,1.1581,1.0497,0.8627,0.7149,1.6014,24
sobolev,0.4,dtw,,,,,,0
spherical_spline,0.3,mae,0.2823,0.0597,0.3057,0.2571,0.3075,24
spherical_spline,0.3,rmse,0.618,0.1499,0.6772,0.5547,0.6813,24
spherical_spline,0.3,snr,-3.1627,2.0169,-4.1537,-4.0144,-2.3111,24
spherical_spline,0.3,dtw,,,,,,0
spherical_spline,0.4,mae,0.3873,0.1081,0.4485,0.3417,0.433,24
spherical_spline,0.4,rmse,0.7433,0.2165,0.8509,0.6519,0.8347,24
spherical_spline,0.4,snr,-3.4995,2.3399,-5.0001,-4.4876,-2.5114,24
spherical_spline,0.4,dtw,,,,,,0
spline_surface,0.3,mae,0.282,0.0347,0.2678,0.2673,0.2966,24
spline_surface,0.3,rmse,0.609,0.0759,0.5769,0.577,0.641,24
spline_surface,0.3,snr,-3.3117,0.6171,-3.1221,-3.5723,-3.0511,24
spline_surface,0.3,dtw,,,,,,0
spline_surface,0.4,mae,0.3791,0.0647,0.3545,0.3518,0.4064,24
spline_surface,0.4,rmse,0.7235,0.1085,0.6678,0.6777,0.7693,24
spline_surface,0.4,snr,-3.761,0.9395,-3.2061,-4.1577,-3.3642,24
spline_surface,0.4,dtw,,,,,,0
temporal_laplacian,0.3,mae,0.4743,0.0714,0.466,0.4441,0.5045,24
temporal_laplacian,0.3,rmse,0.5551,0.0631,0.542,0.5285,0.5818,24
temporal_laplacian,0.3,snr,2.9686,1.5253,2.995,2.3245,3.6126,24
temporal_laplacian,0.3,dtw,,,,,,0
temporal_laplacian,0.4,mae,0.4946,0.0637,0.4918,0.4677,0.5215,24
temporal_laplacian,0.4,rmse,0.5861,0.0511,0.5746,0.5646,0.6077,24
temporal_laplacian,0.4,snr,2.6657,1.3966,2.6793,2.0759,3.2554,24
temporal_laplacian,0.4,dtw,,,,,,0
tikhonov,0.3,mae,0.3152,0.1139,0.2819,0.2671,0.3633,24
tikhonov,0.3,rmse,0.4867,0.0806,0.4596,0.4527,0.5208,24
tikhonov,0.3,snr,11.3793,6.1104,10.9818,8.7991,13.9595,24
tikhonov,0.3,dtw,,,,,,0
tikhonov,0.4,mae,0.3596,0.0978,0.3343,0.3183,0.4009,24
tikhonov,0.4,rmse,0.5375,0.0638,0.5263,0.5106,0.5645,24
tikhonov,0.4,snr,9.9449,5.3423,9.8659,7.689,12.2007,24
tikhonov,0.4,dtw,,,,,,0
trss,0.3,mae,0.2153,0.0142,0.2128,0.2093,0.2213,24
trss,0.3,rmse,0.4422,0.0322,0.4413,0.4286,0.4558,24
trss,0.3,snr,-0.8116,0.6533,-0.7704,-1.0875,-0.5357,24
trss,0.3,dtw,,,,,,0
trss,0.4,mae,0.2742,0.0287,0.2813,0.2621,0.2863,24
trss,0.4,rmse,0.4985,0.0427,0.4942,0.4805,0.5165,24
trss,0.4,snr,-0.7507,0.5968,-0.7457,-1.0027,-0.4987,24
trss,0.4,dtw,,,,,,0
tv,0.3,mae,0.2077,0.0069,0.2044,0.2048,0.2106,24
tv,0.3,rmse,0.4244,0.0159,0.4167,0.4176,0.4311,24
tv,0.3,snr,-0.4515,0.3097,-0.4352,-0.5823,-0.3207,24
tv,0.3,dtw,,,,,,0
tv,0.4,mae,0.2615,0.0192,0.2614,0.2534,0.2696,24
tv,0.4,rmse,0.4719,0.0224,0.4619,0.4624,0.4814,24
tv,0.4,snr,-0.294,0.3236,-0.2729,-0.4306,-0.1573,24
tv,0.4,dtw,,,,,,0
wavelet_temporal,0.3,mae,0.2163,0.0098,0.216,0.2121,0.2204,24
wavelet_temporal,0.3,rmse,0.4042,0.0075,0.404,0.4011,0.4074,24
wavelet_temporal,0.3,snr,14.9848,4.6819,14.0693,13.0078,16.9618,24
wavelet_temporal,0.3,dtw,,,,,,0
wavelet_temporal,0.4,mae,0.2743,0.0158,0.2766,0.2676,0.281,24
wavelet_temporal,0.4,rmse,0.4585,0.0132,0.4603,0.453,0.4641,24
wavelet_temporal,0.4,snr,13.0023,3.8144,12.1777,11.3916,14.6129,24
wavelet_temporal,0.4,dtw,,,,,,0
